,Unnamed: 0,textnr,tokenindex,token,vader_score,vader_polarity
56,57,12,57,of,0.0,Neutral
57,58,12,58,these,0.0,Neutral
58,59,12,59,critical,-0.3182,Negative
59,60,12,60,features,0.0,Neutral
60,61,12,61,on,0.0,Neutral
61,62,12,62,smart,0.4019,Positive
62,63,12,63,phones.,0.0,Neutral
63,64,12,64,Individuals,0.0,Neutral
64,65,12,65,who,0.0,Neutral
65,66,12,66,simply,0.0,Neutral
66,67,12,67,enjoy,0.4939,Positive
67,68,12,68,the,0.0,Neutral
68,69,12,69,luxury,0.0,Neutral
69,70,12,70,of,0.0,Neutral
70,71,12,71,multi-,0.0,Neutral
71,72,12,72,function,0.0,Neutral
72,73,12,73,devices,0.0,Neutral
73,74,12,74,often,0.0,Neutral
74,75,12,75,use,0.0,Neutral
75,76,12,76,these,0.0,Neutral
76,77,12,77,devices,0.0,Neutral
77,78,12,78,for,0.0,Neutral
78,79,12,79,frivolous,0.0,Neutral
79,80,12,80,pursuits,0.0,Neutral
80,81,12,81,such,0.0,Neutral
81,82,12,82,as,0.0,Neutral
82,83,12,83,downloading,0.0,Neutral
83,84,12,84,catchy,0.0,Neutral
84,85,12,85,ring,0.0,Neutral
85,86,12,86,"tones,",0.0,Neutral
86,87,12,87,instant,0.0,Neutral
87,88,12,88,messaging,0.0,Neutral
88,89,12,89,about,0.0,Neutral
89,90,12,90,the,0.0,Neutral
90,91,12,91,latest,0.0,Neutral
91,92,12,92,gossip,-0.1779,Negative
92,93,12,93,and,0.0,Neutral
93,94,12,94,looking,0.0,Neutral
94,95,12,95,up,0.0,Neutral
95,96,12,96,the,0.0,Neutral
96,97,12,97,world,0.0,Neutral
97,98,12,98,record,0.0,Neutral
98,99,12,99,for,0.0,Neutral
99,100,12,100,most,0.0,Neutral
100,101,12,101,cans,0.0,Neutral
101,102,12,102,crushed,-0.4215,Negative
102,103,12,103,on,0.0,Neutral
103,104,12,104,one’s,0.0,Neutral
104,105,12,105,head,0.0,Neutral
105,106,12,106,during,0.0,Neutral
106,107,12,107,the,0.0,Neutral
107,108,12,108,Superbowl.,0.0,Neutral
108,109,12,109,This,0.0,Neutral
109,110,12,110,fusion,0.0,Neutral
110,111,12,111,of,0.0,Neutral
111,112,12,112,capabilities,0.0,Neutral
112,113,12,113,and,0.0,Neutral
113,114,12,114,increased,0.2732,Positive
114,115,12,115,availability,0.0,Neutral
115,116,12,116,of,0.0,Neutral
116,117,12,117,such,0.0,Neutral
117,118,12,118,devices,0.0,Neutral
118,119,12,119,could,0.0,Neutral
119,120,12,120,be,0.0,Neutral
120,121,12,121,a,0.0,Neutral
121,122,12,122,sign,0.0,Neutral
122,123,12,123,of,0.0,Neutral
123,124,12,124,a,0.0,Neutral
124,125,12,125,growing,0.1779,Positive
125,126,12,126,blend,0.0,Neutral
126,127,12,127,in,0.0,Neutral
127,128,12,128,society,0.0,Neutral
128,129,12,129,between,0.0,Neutral
129,130,12,130,work,0.0,Neutral
130,131,12,131,and,0.0,Neutral
131,132,12,132,personal,0.0,Neutral
132,133,12,133,"life,",0.0,Neutral
133,134,12,134,or,0.0,Neutral
134,135,12,135,individuals,0.0,Neutral
135,136,12,136,could,0.0,Neutral
136,137,12,137,simply,0.0,Neutral
137,138,12,138,be,0.0,Neutral
138,139,12,139,taking,0.0,Neutral
139,140,12,140,a,0.0,Neutral
140,141,12,141,luxurious,0.0,Neutral
141,142,12,142,approach,0.0,Neutral
142,143,12,143,to,0.0,Neutral
143,144,12,144,their,0.0,Neutral
144,145,12,145,connectivity,0.0,Neutral
145,146,12,146,in,0.0,Neutral
146,147,12,147,personal,0.0,Neutral
147,148,12,148,lives.,0.0,Neutral
